2022-03-17T14:45:39.315370,135.0
2022-03-17T15:00:01.736083,120.0
2022-03-17T15:15:01.836991,105.0
2022-03-17T15:30:02.080321,90.0
2022-03-17T15:45:02.493285,38.0
2022-03-17T16:00:01.710939,60.0
2022-03-17T16:15:01.891087,45.0
2022-03-17T16:30:02.007444,30.0
2022-03-17T16:45:02.555010,15.0
2022-03-17T17:00:02.556929,1.0
2022-03-18T08:15:01.919437,47.0
2022-03-18T08:30:02.253640,91.0
2022-03-18T08:45:01.911942,95.0
2022-03-18T09:00:02.859775,180.0
2022-03-18T09:15:02.238085,73.0
2022-03-18T09:30:02.544853,128.0
2022-03-18T09:45:02.035920,133.0
2022-03-18T10:00:01.852143,168.0
2022-03-18T10:15:02.219859,180.0
2022-03-18T10:30:02.651465,180.0
2022-03-18T10:45:02.014159,180.0
2022-03-18T11:00:02.277615,180.0
2022-03-18T11:15:02.626496,180.0
2022-03-18T11:30:02.317448,180.0
2022-03-18T11:45:02.127553,180.0
2022-03-18T12:00:02.604941,180.0
2022-03-18T12:15:02.320855,180.0
2022-03-18T12:30:01.929186,180.0
2022-03-18T12:45:02.284759,180.0
2022-03-18T13:00:02.467840,180.0
2022-03-18T13:15:01.837555,180.0
2022-03-18T13:30:02.190934,180.0
2022-03-18T13:45:02.449989,180.0
2022-03-18T14:00:01.760740,180.0
2022-03-18T14:15:02.265764,159.0
2022-03-18T14:30:02.705698,115.0
2022-03-18T14:45:01.919910,135.0
2022-03-18T15:00:02.285030,120.0
2022-03-18T15:15:02.541812,105.0
2022-03-18T15:30:02.435873,90.0
2022-03-18T15:45:01.761452,70.0
2022-03-18T16:00:02.007484,60.0
2022-03-18T16:15:01.872403,45.0
2022-03-18T16:30:01.788807,30.0
2022-03-18T16:45:02.118895,15.0
2022-03-18T17:00:02.408857,1.0
2022-03-21T08:15:02.475333,32.0
2022-03-21T08:30:01.893238,60.0
2022-03-21T08:45:01.884262,62.0
2022-03-21T09:00:02.498595,82.0
2022-03-21T09:15:02.855148,74.0
2022-03-21T09:30:03.673392,76.0
